filepath,tags
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ GIFs/52294206045_d306dba51e_o.png,"52294206045,d306dba51e,downloaded via net,downloaded via net/hq gifs,hq gifs"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ GIFs/52294206045_d306dba51e_o_png_(live.staticflickr.com)_[live.staticflickr.com]_2023-08-21_06.54.00.png,"(live.staticflickr.com),06.54.00,2023,52294206045,[live.staticflickr.com],d306dba51e,downloaded via net,downloaded via net/hq gifs,hq gifs,png"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ GIFs/coffee_in_rain_by_kirokaze-d98qb8z.webp,"coffee,d98qb8z,downloaded via net,downloaded via net/hq gifs,hq gifs,kirokaze,rain"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/1355002.jpg,"1355002,downloaded via net,downloaded via net/hq pictures,hq pictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/159160.png,"159160,downloaded via net,downloaded via net/hq pictures,hq pictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/2016-north-america-usa.jpg,"2016,america,downloaded via net,downloaded via net/hq pictures,hq pictures,north,usa"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/223972.png,"223972,downloaded via net,downloaded via net/hq pictures,hq pictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/alain-bonnardeaux-87Bm-w4J0bc-unsplash.jpg,"87bm,alain,bonnardeaux,downloaded via net,downloaded via net/hq pictures,hq pictures,unsplash,w4j0bc"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/alessio-soggetti-17_tB-oI0ao-unsplash.jpg,"alessio,downloaded via net,downloaded via net/hq pictures,hq pictures,oi0ao,soggetti,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/ameer-basheer-gV6taBJuBTk-unsplash.jpg,"ameer,basheer,downloaded via net,downloaded via net/hq pictures,gv6tabjubtk,hq pictures,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/andy-holmes-10kjsFg6M4E-unsplash.jpg,"10kjsfg6m4e,andy,downloaded via net,downloaded via net/hq pictures,holmes,hq pictures,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/art-litvinau-u6nGKLpvZo0-unsplash.jpg,"art,downloaded via net,downloaded via net/hq pictures,hq pictures,litvinau,u6ngklpvzo0,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/ash-ashley-uecb-24RPfE-unsplash.jpg,"24rpfe,ash,ashley,downloaded via net,downloaded via net/hq pictures,hq pictures,uecb,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/bernd-dittrich-ElA4mGgdjB0-unsplash.jpg,"bernd,dittrich,downloaded via net,downloaded via net/hq pictures,ela4mggdjb0,hq pictures,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/blackmarble2016-continents.jpg,"blackmarble2016,continents,downloaded via net,downloaded via net/hq pictures,hq pictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/blisswindows-xp-4k-enhanced-with-topaz-gigapixel-a.i-3840x2160.jpg,"3840x2160,a.i,blisswindows,downloaded via net,downloaded via net/hq pictures,enhanced,gigapixel,hq pictures,topaz,with"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/boris-baldinger-6Ogl3xacOlM-unsplash.jpg,"6ogl3xacolm,baldinger,boris,downloaded via net,downloaded via net/hq pictures,hq pictures,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/casey-horner-KYZw4ktpQMQ-unsplash.jpg,"casey,downloaded via net,downloaded via net/hq pictures,horner,hq pictures,kyzw4ktpqmq,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/casey-horner-UJewvfX8SoY-unsplash.jpg,"casey,downloaded via net,downloaded via net/hq pictures,horner,hq pictures,ujewvfx8soy,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/clay-banks-u27Rrbs9Dwc-unsplash.png,"banks,clay,downloaded via net,downloaded via net/hq pictures,hq pictures,u27rrbs9dwc,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/cosmic-timetraveler-LhDWW8PhPoE-unsplash.jpg,"cosmic,downloaded via net,downloaded via net/hq pictures,hq pictures,lhdww8phpoe,timetraveler,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/cristina-gottardi-CSpjU6hYo_0-unsplash.jpg,"cristina,cspju6hyo,downloaded via net,downloaded via net/hq pictures,gottardi,hq pictures,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/denys-nevozhai-QQagA-79ddg-unsplash.jpg,"79ddg,denys,downloaded via net,downloaded via net/hq pictures,hq pictures,nevozhai,qqaga,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/elia-pellegrini-5B9l8fZmFhM-unsplash.jpg,"5b9l8fzmfhm,downloaded via net,downloaded via net/hq pictures,elia,hq pictures,pellegrini,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/elliott-engelmann-DjlKxYFJlTc-unsplash.png,"djlkxyfjltc,downloaded via net,downloaded via net/hq pictures,elliott,engelmann,hq pictures,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/forest.jpg,"downloaded via net,downloaded via net/hq pictures,forest,hq pictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/forest2.jpg,"downloaded via net,downloaded via net/hq pictures,forest2,hq pictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/frank-zinsli-mqaT8DT48-c-unsplash.png,"downloaded via net,downloaded via net/hq pictures,frank,hq pictures,mqat8dt48,unsplash,zinsli"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/gerald-schombs-Ln3-7Rotmy0-unsplash.jpg,"7rotmy0,downloaded via net,downloaded via net/hq pictures,gerald,hq pictures,ln3,schombs,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/greece.jpg,"downloaded via net,downloaded via net/hq pictures,greece,hq pictures"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/guillermo-ferla-YmJr6sJJDSw-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,ferla,guillermo,hq pictures,unsplash,ymjr6sjjdsw"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/haylee-marick-DyLYnnfPogE-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,dylynnfpoge,haylee,hq pictures,marick,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/jackson-hendry-eodA_8CTOFo-unsplash.png,"8ctofo,downloaded via net,downloaded via net/hq pictures,eoda,hendry,hq pictures,jackson,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/jeanson-wong-9CgHnQBnkQU-unsplash.png,"9cghnqbnkqu,downloaded via net,downloaded via net/hq pictures,hq pictures,jeanson,unsplash,wong"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/jeremy-perkins-uhjiu8FjnsQ-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,jeremy,perkins,uhjiu8fjnsq,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/joe-t0o5YSQZ_VQ-unsplash.png,"downloaded via net,downloaded via net/hq pictures,hq pictures,joe,t0o5ysqz,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/jonas-elia-x6HHgq2zDvI-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,elia,hq pictures,jonas,unsplash,x6hhgq2zdvi"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/josh-soto-truHgj5kdDA-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,josh,soto,truhgj5kdda,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/kyle-murfin-zi_y7euEKfQ-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,kyle,murfin,unsplash,y7euekfq"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mark-huang-ttfr5T5hL6A-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,huang,mark,ttfr5t5hl6a,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/martin-adams-pTCcJSBOTxY-unsplash.jpg,"adams,downloaded via net,downloaded via net/hq pictures,hq pictures,martin,ptccjsbotxy,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/martin-adams-XYxz-BUtt6I-unsplash.png,"adams,butt6i,downloaded via net,downloaded via net/hq pictures,hq pictures,martin,unsplash,xyxz"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/matt-antonioli---b01C5Tqtc-unsplash.jpg,"antonioli,b01c5tqtc,downloaded via net,downloaded via net/hq pictures,hq pictures,matt,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/matteo-vella-R0IocwcZQk8-unsplash.png,"downloaded via net,downloaded via net/hq pictures,hq pictures,matteo,r0iocwczqk8,unsplash,vella"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mechanicalkeyboard-1687516381981-7180.jpg,"1687516381981,7180,downloaded via net,downloaded via net/hq pictures,hq pictures,mechanicalkeyboard"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mechanicalkeyboard-darkened.png,"darkened,downloaded via net,downloaded via net/hq pictures,hq pictures,mechanicalkeyboard"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/moses-malik-roldan-iN4cmbxqLjI-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,in4cmbxqlji,malik,moses,roldan,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mountain.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,mountain"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mountain2.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,mountain2"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mountain3.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,mountain3"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mountain4.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,mountain4"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mountain5.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,mountain5"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/mountain6.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,mountain6"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/nasa-1lfI7wkGWZ4-unsplash.jpg,"1lfi7wkgwz4,downloaded via net,downloaded via net/hq pictures,hq pictures,nasa,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/nasa-7Cz6bWjdlDs-unsplash.jpg,"7cz6bwjdlds,downloaded via net,downloaded via net/hq pictures,hq pictures,nasa,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/nasa-Q1p7bh3SHj8-unsplash.png,"downloaded via net,downloaded via net/hq pictures,hq pictures,nasa,q1p7bh3shj8,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/nasa-V4ZksNimxLk-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,nasa,unsplash,v4zksnimxlk"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/nasa-_Ya__WUgeUg-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,nasa,unsplash,wugeug"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/nathan-anderson-iYO-EGosrCo-unsplash.png,"anderson,downloaded via net,downloaded via net/hq pictures,egosrco,hq pictures,iyo,nathan,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/neha-maheen-mahfin-FtiAj6ggKnU-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,ftiaj6ggknu,hq pictures,maheen,mahfin,neha,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/noaa-_hVSg97JM14-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,hvsg97jm14,noaa,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/norris-niman-ABtmE3jhaPQ-unsplash.jpg,"abtme3jhapq,downloaded via net,downloaded via net/hq pictures,hq pictures,niman,norris,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/nuageblanccotoneuxsurcielbleu.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,nuageblanccotoneuxsurcielbleu"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/ocean.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,ocean"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/ocean2.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,ocean2"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/ocean3.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,ocean3"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/oleg-chursin-vaPoJZB9Mzg-unsplash.jpg,"chursin,downloaded via net,downloaded via net/hq pictures,hq pictures,oleg,unsplash,vapojzb9mzg"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/optical-chemist-PG1NrnwhOnU-unsplash.jpg,"chemist,downloaded via net,downloaded via net/hq pictures,hq pictures,optical,pg1nrnwhonu,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/planet-volumes-yTo1u-i1pVI-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,hq pictures,i1pvi,planet,unsplash,volumes,yto1u"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/reinaldo-photography-EcZjy4MnwOI-unsplash.jpg,"downloaded via net,downloaded via net/hq pictures,eczjy4mnwoi,hq pictures,photography,reinaldo,unsplash"
C:/Users/LENOVO L14/Documents/obsidian_vault/7-Projects/projects/Image-Tagging-Collection-Management-System/photos/Downloaded via net/HQ Pictures/riccardo-chiarini-gYCMiZp-A7E-unsplash.png,"a7e,chiarini,downloaded via net,downloaded via net/hq pictures,gycmizp,hq pictures,riccardo,unsplash"
